tweet_id, num_friends, num_followers, folfriend_ratio, times_listed, has_url, is_verified, num_tweets
578854927457349632,659,411,0.62367225,1,false,false,20392
578874632670953472,481,74,0.15384616,2,false,false,547
578891261353984000,1956,1150,0.58793455,22,true,false,21848
578846612312748032,1993,1740,0.8730557,97,true,false,100980
578975333841551360,207,276,1.3333334,10,false,false,15564
579274670853226496,177,26,0.14689265,0,false,false,86
578861590482665472,568,1865,3.2834506,45,true,false,1398
578976098052091904,94,78,0.82978725,0,false,false,1275
578844275061981184,422,880,2.085308,35,false,false,14196
578838737448235008,999,4007,4.011011,156,false,false,6709
579130328339623936,77,24,0.3116883,0,false,false,450
579074694663389184,296,357,1.206081,1,false,false,6256
579064607937003520,314,281,0.89490443,2,true,false,2700
579049347431731200,380,545,1.4342105,5,false,false,31536
578854034985070593,378,387,1.0238096,13,true,false,3105
579805235121659904,232,41,0.17672414,0,false,false,794
582001971126616065,94,26,0.27659574,0,false,false,1103
579279811077603328,7,3,0.42857143,0,false,false,60
578852792351252480,923,946,1.0249188,59,true,false,26142
579401070373371904,1095,3035,2.7716894,131,true,false,89209
578839823731027968,155,30,0.19354838,0,true,false,1814
578765284137373697,3,6,2.0,0,false,false,5079
578808283831668736,1984,233,0.117439516,4,true,false,6453
578809771236704256,145,106,0.73103446,1,false,false,3310
578837524950429696,539,421,0.7810761,16,false,false,11061
578847003632893952,799,1005,1.2578223,16,true,false,6089
578847380440788992,110,2264,20.581818,249,true,false,163613
578847562813349888,98,22,0.2244898,0,true,false,52
578854274949652481,12607,12995,1.0307765,198,true,false,110840
578854464511217664,275,79,0.28727272,3,true,false,1084
578856461368995840,378,223,0.5899471,3,true,false,1767
578858832023138304,1985,761,0.38337532,5,false,false,35268
578859079570968576,222,100,0.45045045,3,false,false,588
578859248475570176,2480,3712,1.4967742,233,true,false,69922
578997210207121408,588,239,0.40646258,6,false,false,27068
578862319385591809,245,549,2.2408164,6,true,false,17510
578862557139746816,140,59,0.42142856,0,false,false,11
578862695111389184,140,59,0.42142856,0,false,false,12
578867191057113088,336,202,0.60119045,7,false,false,2821
578872340127305728,1583,612,0.3866077,7,false,false,24446
578880214475755520,0,3,0.0,3,true,false,59091
