image_id	image_url	annotation	event
boston_fake_01	http://i.imgur.com/LvoCC5T.jpg	fake	boston
boston_fake_02	http://instagram.com/p/YN7_ThPXrU/	fake	boston
boston_fake_03	https://o.twimg.com/2/proxy.jpg?t=HBgeaHR0cDovL2kuaW1ndXIuY29tLzZ1dGhVQ3cuanBnFKAfFOIUABYAEgA&s=JM9L8yzAQmRgeDw5HrSsCh6lvyV9KEI6TT5RaszCLpc	fake	boston
boston_fake_04	http://media.tumblr.com/a813460e72a178d8127b500d06c95c74/tumblr_inline_mldvij7vJ81qz4rgp.jpg	fake	boston
boston_fake_05	http://i.imgur.com/uxAh4wwh.jpg	fake	boston
boston_fake_06	http://instagram.com/p/YQul5ELrnY/	fake	boston
boston_fake_07	http://i.imgur.com/Yqq0ZDM.jpg	fake	boston
boston_fake_08	http://i.imgur.com/aCjGrD0h.jpg	fake	boston
boston_fake_09	http://edgecast.metatube-files.buscafs.com/uploads/gallery/pics/gallery_pic_8913_79460_small.jpg	fake	boston
boston_fake_10	http://i.imgur.com/3Bh7rkc.gif	fake	boston
boston_fake_11	https://pbs.twimg.com/media/BIMiuAMCMAAvhY6.jpg:large	fake	boston
boston_fake_12	http://images.mid-day.com/2013/apr/Sunil-Tripathi-00.jpg	fake	boston
boston_fake_13	http://i.imgur.com/gFnfToR.jpg	fake	boston
boston_fake_14	http://i.imgur.com/E38zMz1h.jpg	fake	boston
boston_fake_15	http://i.imgur.com/R4cJ2Km.jpg	fake	boston
boston_fake_16	http://i.imgur.com/iOMXbdz.jpg	fake	boston
boston_fake_17	http://i.imgur.com/8dHaVvw.jpg	fake	boston
boston_fake_18	http://i.imgur.com/I5XIp5M.jpg?1	fake	boston
boston_fake_19	http://i.imgur.com/1D3lgu5.jpg	fake	boston
boston_fake_20	http://i.imgur.com/uIX9pBS.jpg	fake	boston
boston_fake_21	https://pbs.twimg.com/media/BIK91qcCUAAlZ3P.jpg	fake	boston
boston_fake_22	http://i.imgur.com/gwh5u65h.jpg	fake	boston
boston_fake_23	http://i.imgur.com/sOWD6Lu.jpg	fake	boston
boston_fake_24	http://i.imgur.com/IfMWoJi.jpg	fake	boston
boston_fake_25	http://oi48.tinypic.com/2u9onyx.jpg	fake	boston
boston_fake_26	http://i.imgur.com/cLvqvEz.jpg	fake	boston
boston_fake_27	http://i.imgur.com/tLVeEXh.png	fake	boston
boston_fake_28	http://i.imgur.com/6KqON7D.jpg	fake	boston
boston_fake_29	http://i.imgur.com/UGfwsVn.jpg	fake	boston
boston_fake_30	http://i.imgur.com/drwVFH6.jpg	fake	boston
boston_fake_31	http://d3j5vwomefv46c.cloudfront.net/photos/large/759247814.jpg?1366219164	fake	boston
boston_fake_32	http://d3j5vwomefv46c.cloudfront.net/photos/large/759529734.png?1366291450	fake	boston
boston_fake_33	https://o.twimg.com/2/proxy.jpg?t=HBgpaHR0cHM6Ly90d2l0cGljLmNvbS9zaG93L2xhcmdlL2NrYms3Zi5qcGcUwAcUzgUAFgASAA&s=dyR3w5O4XJq80Nfu7MkdH_-nb2f31kH3vR0xBwbjotQ	fake	boston
boston_fake_34	http://i.imgur.com/HLL46eV.png	fake	boston
boston_fake_35	http://imgur.com/a/sUrnA	fake	boston
boston_real_01	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-2-with-hand-by-ear-circled	real	boston
boston_real_02	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-2-profile-view-circled	real	boston
boston_real_03	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-2-full-length-front-view	real	boston
boston_real_04	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/Suspect2walking	real	boston
boston_real_05	http://cdn1.vox-cdn.com/entry_photo_images/8056287/suspect2_verge_super_wide.jpg
boston_real_06	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-1-up-close-1	real	boston
boston_real_07	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-2-up-close-1	real	boston
boston_real_08	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-2-behind-lady-1	real	boston
boston_real_09	http://msnbcmedia.msn.com/j/MSNBC/Components/Photo/_new/g-cvr-130419-suspect-composit-jsw-243p.380;380;7;70;0.jpg	real	boston
boston_real_10	http://i.imgur.com/YQ1fkwq.png	real	boston
boston_real_11	https://pbs.twimg.com/media/BIMy1gtCUAAK7f4.jpg:large	real	boston
boston_real_12	http://pbs.twimg.com/media/BINgXODCEAMPa5Q.jpg	real	boston
boston_real_13	http://i.imgur.com/xZLjPHl.png	real	boston
boston_real_14	http://i.imgur.com/uIKUEJA.jpg	real	boston
boston_real_15	http://i.imgur.com/I1dF69f.jpg	real	boston
boston_real_16	https://pbs.twimg.com/media/BIKtaDNCYAA_WYR.jpg	real	boston
boston_real_17	http://media-cache-ec0.pinimg.com/736x/ea/49/38/ea4938c84da01bd468b9f79f7a326ac0.jpg	real	boston
boston_real_18	https://o.twimg.com/2/proxy.jpg?t=HBgeaHR0cDovL2kuaW1ndXIuY29tL1NwQzBMUEwuanBnFJoDFMoEABYAEgA&s=Gth5uXep_u7J3X86C0OTNFJBCRIB0WtgN2EfpFsqkSU	real	boston
boston_real_19	http://d3j5vwomefv46c.cloudfront.net/photos/large/759663084.png?1366320167	real	boston
boston_real_20	https://pbs.twimg.com/media/BIN5tSeCIAEqOMP.jpg:medium	real	boston
boston_real_21	http://scallywagandvagabond.com/wp-content/uploads/2013/04/df-884x1024.jpg	real	boston
boston_real_22	http://i.dailymail.co.uk/i/pix/2013/04/19/article-2311580-196318F9000005DC-179_308x425.jpg	real	boston
boston_real_23	http://i.huffpost.com/gen/1247701/thumbs/o-ROLLING-STONE-TSARNAEV-570.jpg?6	real	boston
boston_real_24	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-1-and-suspect-2	real	boston
boston_real_25	http://i.imgur.com/whDMFrz.jpg	real	boston
boston_real_26	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspects-in-crowd-1	real	boston
boston_real_27	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-2	real	boston
boston_real_28	http://www.fbi.gov/news/updates-on-investigation-into-multiple-explosions-in-boston/image/suspect-1-semi-profile-view	real	boston
boston_real_29	http://images.politico.com/global/2013/04/18/boston_marathon_suspect1_photo_fbi.jpg	real	boston
sochi_fake_0	http://img.gawkerassets.com/img/19evbfomesoxdjpg/ku-xlarge.jpg	fake	sochi
sochi_fake_1	http://pbs.twimg.com/media/Bf2531WCEAAgy_v.jpg	fake	sochi
sochi_fake_2	http://img.gawkerassets.com/img/19evfaken42lajpg/ku-xlarge.jpg	fake	sochi
sochi_fake_3	http://img.gawkerassets.com/img/19evabo9s2wtjjpg/ku-xlarge.jpg	fake	sochi
sochi_fake_4	https://pbs.twimg.com/media/Bf3DeFGIMAAO_rE.jpg	fake	sochi
sochi_fake_5	http://img.gawkerassets.com/img/19evd6rmr2b52jpg/ku-xlarge.jpg	fake	sochi
sochi_fake_6	http://img.gawkerassets.com/img/19evkc19wrdlwjpg/ku-xlarge.jpg	fake	sochi
sochi_fake_7	http://img-fotki.yandex.ru/get/6105/54496311.24/0_5dfec_19db55a4_XL.jpg	fake	sochi
sochi_fake_8	http://pbs.twimg.com/media/Bf1VMQyCQAAaqW5.jpg	fake	sochi
sochi_fake_9	http://pbs.twimg.com/media/Bf2cVcbCYAEskjK.jpg	fake	sochi
sochi_fake_10	http://pbs.twimg.com/media/BftHNL4CMAEB8W2.jpg	fake	sochi
sochi_fake_11	http://pbs.twimg.com/media/BfqrdWmCMAAglJ_.jpg	fake	sochi
sochi_fake_12	http://pbs.twimg.com/media/Bf0KsqZCMAA_-rK.jpg	fake	sochi
sochi_fake_13	http://pbs.twimg.com/media/BfpeBl-CQAAnwbW.jpg	fake	sochi
sochi_fake_14	http://pbs.twimg.com/media/BfzQXuBCAAEBXJw.jpg	fake	sochi
sochi_fake_15	http://news.bbcimg.co.uk/media/images/72452000/jpg/_72452341_putin-medvedev.jpg	fake	sochi
sochi_fake_16	https://pbs.twimg.com/media/BebIZxLCYAEtuwL.jpg	fake	sochi
sochi_fake_17	https://pbs.twimg.com/media/BfpIfAiIQAE6PE3.jpg	fake	sochi
sochi_fake_18	https://pbs.twimg.com/media/BgHFPCrCAAEBNq3.jpg	fake	sochi
sochi_fake_19	https://pbs.twimg.com/media/Bfx0PRSCMAAgXrB.png	fake	sochi
sochi_fake_20	https://pbs.twimg.com/media/BgHxGsHCEAAR9c-.jpg	fake	sochi
sochi_fake_21	https://pbs.twimg.com/media/BgGrysDCEAA_C1c.jpg	fake	sochi
sochi_fake_22	https://pbs.twimg.com/media/Bf_l208CYAARGHN.jpg	fake	sochi
sochi_fake_23	https://pbs.twimg.com/media/Bf6rd8oIIAEBoMQ.jpg	fake	sochi
sochi_fake_24	https://pbs.twimg.com/media/Bf2ImUuCYAARFPd.jpg	fake	sochi
sochi_fake_25	https://pbs.twimg.com/media/Bf3UP2yCAAAOFQ2.jpg	fake	sochi
sandyA_real_01	https://pbs.twimg.com/media/A6augGqCMAARmA_.jpg:large	real	sandy
sandyA_real_02	https://pbs.twimg.com/media/A6a38KUCEAEP0_B.jpg:large	real	sandy
sandyA_real_03	https://pbs.twimg.com/media/A6aUikKCcAEeLWh.jpg:large	real	sandy
sandyA_real_04	https://pbs.twimg.com/media/A6ayRtACEAEVFQH.jpg:large	real	sandy
sandyA_real_05	https://pbs.twimg.com/media/A6aaHaoCIAEDw-y.jpg:large	real	sandy
sandyA_real_06	http://dkstan28390.files.wordpress.com/2012/10/dike-chiedozies-blog-midtown-ny.jpg	real	sandy
sandyA_real_07	http://www.thetelegram.com/media/photos/unis/2012/10/30/photo_2204463/article_large.jpg	real	sandy
sandyA_real_08	http://blogs.reuters.com/david-rohde/files/2012/10/RTR39RLY-1024x682.jpg	real	sandy
sandyA_real_09	https://pbs.twimg.com/media/A6aQwG9CEAE44nh.jpg	real	sandy
sandyA_real_10	http://static5.businessinsider.com/image/508e979a69bedd5256000005/safety-director-atlantic-city-under-water.jpg	real	sandy
sandyA_real_11	https://pbs.twimg.com/media/A6X9jGJCIAEoJxh.jpg	real	sandy
sandyA_real_12	http://8.mshcdn.com/wp-content/uploads/2012/10/nyc-rainbow-640.jpg	real	sandy
sandyA_real_13	http://www.blogdaengenharia.com/wp-content/uploads/2012/11/furac%C3%A3o-sandy.png	real	sandy
sandyA_real_14	http://newley.com/wp-content/uploads/2012/10/2012-10-29_sandy_plymouth_st.png	real	sandy
sandyA_real_15	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/bb0898da345292195bb3cf6b386fcfef_623x416.jpg	real	sandy
sandyA_real_16	http://cdn.theatlanticwire.com/img/upload/2012/10/30/x2_f58cbe3.jpg	real	sandy
sandyA_real_17	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/bf44b68cff68a4ab28619d4c1d3edc93_623x415.jpg	real	sandy
sandyA_real_18	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/933d2c109c8f62b14d68163fdbb25111_623x415.jpg	real	sandy
sandyA_real_19	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/f29407a726210b6d2da50652e8114d54_623x467.jpg	real	sandy
sandyA_real_20	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/ea9bdecbf5ef229d012073a05da99014_623x619.jpg	real	sandy
sandyA_real_21	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/4e3df5c2a71d60e74c34b7bf74366f08_623x589.jpg	real	sandy
sandyA_real_22	http://cdn.theatlanticwire.com/img/upload/2012/10/30/firefights.jpg	real	sandy
sandyA_real_23	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/3c252483b58a4b966c633810cab321f0_623x415.jpg	real	sandy
sandyA_real_24	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rendered/0069c210da3c759567fef5ac042457a3_623x415.jpg	real	sandy
sandyA_real_25	http://cdn.theatlanticwire.com/img/upload/2012/10/30/rainbow.jpg	real	sandy
sandyA_real_26	http://distilleryimage9.ak.instagram.com/054343d2228c11e2918122000a9f0a12_6.jpg	real	sandy
sandyA_real_27	http://distilleryimage3.ak.instagram.com/a1a31d2822ba11e2bea8123138105209_6.jpg	real	sandy
sandyA_real_28	http://i.dailymail.co.uk/i/pix/2012/10/31/article-2225865-15C7B610000005DC-21_964x638.jpg	real	sandy
sandyA_real_29	http://i.telegraph.co.uk/multimedia/archive/02384/sandy-tanker-beach_2384026b.jpg	real	sandy
sandyA_real_30	http://i.telegraph.co.uk/multimedia/archive/02384/sandy-road-buckled_2384034b.jpg	real	sandy
sandyA_real_31	http://www.cdn.mumbaihangout.org/14/14578006c7b98f655736b257fc0e1768.jpg	real	sandy
sandyA_real_32	http://inapcache.boston.com/universal/site_graphics/blogs/bigpicture/sandy/bp6.jpg	real	sandy
sandyA_real_33	http://i.space.com/images/i/000/023/223/i02/hurricane-sandy-global-view.jpg?1351489314	real	sandy
sandyA_real_34	http://3.bp.blogspot.com/-FGLQpxYV4U8/UJExj0g_RfI/AAAAAAAApu8/7Y5Yiofs93g/s1600/16.jpg	real	sandy
sandyA_real_35	http://i.telegraph.co.uk/multimedia/archive/02383/sandy-new-york-car_2383487k.jpg	real	sandy
sandyA_real_36	http://cdn.theatlantic.com/static/infocus/sandy103012/s10_54985108.jpg	real	sandy
sandyA_real_37	http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2012/10/30/1351587438083/An-apartment-building-whe-004.jpg	real	sandy
sandyA_real_38	http://media.heavy.com/media/2012/10/Little-Ferry.jpeg	real	sandy
sandyA_real_39	http://cdn.theatlantic.com/static/infocus/sandy103012/s_s53_93556450.jpg	real	sandy
sandyA_real_40	http://i.dailymail.co.uk/i/pix/2014/02/11/article-2556540-1B61B57200000578-48_634x445.jpg	real	sandy
sandyA_real_41	http://i.dailymail.co.uk/i/pix/2012/10/31/article-2225602-15C357FC000005DC-770_470x423.jpg	real	sandy
sandyA_real_42	http://www.sport.gr/files/Image/2012/Oct/17/sandy19.jpg	real	sandy
sandyA_real_43	http://cdn.theatlantic.com/static/infocus/sandy103012/s_s34_21015746.jpg	real	sandy
sandyA_real_44	http://i.dailymail.co.uk/i/pix/2013/10/25/article-2476406-18F8314800000578-420_964x672.jpg	real	sandy
sandyA_real_45	http://cdn.theatlantic.com/static/infocus/sandy103012/s_s02_37041594.jpg	real	sandy
sandyA_real_46	http://i.telegraph.co.uk/multimedia/archive/02382/sandy-taxis_2382867b.jpg	real	sandy
sandyA_real_47	http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2012/10/30/1351609493020/A-National-Guard-humvee-t-029.jpg	real	sandy
sandyA_real_48	http://i.telegraph.co.uk/multimedia/archive/02383/sandy-fire-statue_2383141k.jpg	real	sandy
sandyA_real_49	http://images.classicalite.com/data/images/full/1271/times-square.jpg?w=600	real	sandy
sandyA_real_50	http://www.nasa.gov/sites/default/files/images/701761main_20121030_Sandy-MODIS_full.jpg	real	sandy
sandyA_real_51	http://i.huffpost.com/gen/839573/thumbs/o-CARRUSEL-SANDY-facebook.jpg	real	sandy
sandyA_real_52	http://stmedia.startribune.com/images/925*625/M21608971.JPG	real	sandy
sandyA_real_53	http://cdn.theatlantic.com/static/infocus/sandy103012/s_s31_76890078.jpg	real	sandy
sandyA_real_54	http://galleries.gothamistllc.com/asset/519136c507fa4e02e1e2cc85/web_gallery/155105885.jpg	real	sandy
sandyA_real_55	http://i.telegraph.co.uk/multimedia/archive/02383/sandy-ny-plaza-2_2383334k.jpg	real	sandy
sandyA_real_56	http://www.ctvnews.ca/polopoly_fs/1.1189936!/httpImage/image.jpg_gen/derivatives/landscape_300/image.jpg	real	sandy
sandyA_real_57	http://cdn.mumbaihangout.org/96/9692c69b4c0360387f3b5f63ed366646.jpg	real	sandy
sandyA_real_58	http://i.dailymail.co.uk/i/pix/2012/10/31/article-2225602-15C31A3F000005DC-325_964x640.jpg	real	sandy
sandyA_real_59	http://i.huffpost.com/gen/840176/thumbs/o-HURRICANE-SANDY-facebook.jpg	real	sandy
sandyA_real_60	http://i.dailymail.co.uk/i/pix/2013/10/25/article-2476406-18F830E000000578-150_964x618.jpg	real	sandy
sandyA_real_61	http://historiasdenuevayork.files.wordpress.com/2012/10/sandy-new-york0111.jpg	real	sandy
sandyA_real_62	http://i.telegraph.co.uk/multimedia/archive/02384/sandy-houses-aeria_2384028b.jpg	real	sandy
sandyA_fake_01	http://distilleryimage0.ak.instagram.com/73dd7a0421e911e2ac3022000a1fb72c_6.jpg	fake	sandy
sandyA_fake_02	http://distilleryimage8.ak.instagram.com/3315ca2621df11e2a64f22000a1f968e_6.jpg	fake	sandy
sandyA_fake_03	https://pbs.twimg.com/media/A6YoxZhCcAAQptq.jpg	fake	sandy
sandyA_fake_04	http://pbs.twimg.com/media/A6ZEPv4CIAATGiu.jpg:large	fake	sandy
sandyA_fake_05	https://pbs.twimg.com/media/A6atpQvCIAA59NP.jpg	fake	sandy
sandyA_fake_06	http://www.snopes.com/photos/sandy.jpg	fake	sandy
sandyA_fake_07	https://pbs.twimg.com/media/A6ZJCLdCcAAG_JL.jpg	fake	sandy
sandyA_fake_08	http://www.snopes.com/photos/nycstorm.jpg	fake	sandy
sandyA_fake_09	https://pbs.twimg.com/media/A6Y9e5sCAAAYJqS.jpg	fake	sandy
sandyA_fake_10	http://www.requ.in/wp-content/uploads/2012/11/shark-new-york-3.jpg	fake	sandy
sandyA_fake_11	https://pbs.twimg.com/media/A6aCw-6CQAEAJqj.jpg	fake	sandy
sandyA_fake_12	https://pbs.twimg.com/media/A6aRw4yCIAI5I8l.jpg:large	fake	sandy
sandyA_fake_13	https://pbs.twimg.com/media/A6XmTviCIAA2tin.jpg	fake	sandy
sandyA_fake_14	https://pbs.twimg.com/media/A6XcccTCAAArdkR.jpg	fake	sandy	
sandyA_fake_15	http://distilleryimage1.ak.instagram.com/7b8cfcae21f611e28dfe22000a9e288f_6.jpg	fake	sandy
sandyA_fake_16	http://img.gawkerassets.com/img/186tey388fnfajpg/ku-bigpic.jpg	fake	sandy
sandyA_fake_17	http://www.viet.rfi.fr/sites/viet.filesrfi/dynimagecache/60/0/868/648/344/257/sites/images.rfi.fr/files/aef_image/sandy%20578950_4347119788750_1434146775_n.jpg	fake	sandy
sandyA_fake_18	http://l3.yimg.com/bt/api/res/1.2/pjJ4K7fZe035THf3gPpisQ--/YXBwaWQ9eW5ld3M7cT04NTt3PTYzMA--/http://media.zenfs.com/en/blogs/trending-now/mcdonalds.jpg	fake	sandy
